time,ID,X,Z,sigma_x,sigma_z
391.60098004341125,18.0,-67.01899935253064,260.2605400907016,15.695018153934036,59.450229332469284
393.60098004341125,7.0,14.630460834887396,256.8982439258439,3.1284634917883474,57.94072457017565
393.60098004341125,18.0,-67.2534256864575,260.7358987850131,15.776678677239998,59.66522515918997
395.60098004341125,7.0,12.635286697666835,258.7343511541351,2.69388838701427,58.76261388993059
395.60098004341125,18.0,-68.15216557315473,264.5572141476939,16.20896414392753,61.40778452219836
397.60098004341125,7.0,10.535436607368526,263.3612712287743,2.2528421349593466,60.85969712502622
399.60098004341125,7.0,8.064946314522095,261.6575175182642,1.6714879560073213,60.08317344190106
399.60098004341125,18.0,-68.67769398642822,265.45366524002856,16.38526271863137,61.82024609350516
401.60098004341125,7.0,5.781308168099871,265.2930644891972,1.1675791882101738,61.746250327511945
401.60098004341125,18.0,-69.06951300635312,267.1775811678647,16.580102103201053,62.61734893009753
403.60098004341125,7.0,3.653515252710119,267.7588143266117,0.698513888085519,62.887261899019165
403.60098004341125,18.0,-69.58452971263911,269.0650967924873,16.815276648186806,63.49601311839822
405.60098004341125,7.0,1.1123938180852748,273.9772624515142,0.2911524671766102,65.81168258015202
405.60098004341125,18.0,-71.25660762727853,274.8075677742277,17.566710104363857,66.20723938628655
407.60098004341125,7.0,-1.1202781792312082,277.06481458224584,0.5876661095076646,67.28863892524379
407.60098004341125,18.0,-72.45314760412103,278.23004309033183,18.071686875825975,67.85033671802495
409.60098004341125,7.0,-3.406740383071294,286.6471971075969,1.146644808473996,71.97782627474746
409.60098004341125,18.0,-74.7795548385701,287.5473331015995,19.24575449481802,72.42650203187962
411.60098004341125,7.0,-5.675646144807766,287.74056731922684,1.7140795240030489,72.52300364285823
411.60098004341125,18.0,-74.77092920063328,287.9109135841075,19.26704804540887,72.60812871394079
413.60098004341125,7.0,-8.082118940598834,294.8387687104067,2.3740371548965458,76.11278355575614
413.60098004341125,18.0,-76.3418888270839,295.0291954807757,20.13615993812268,76.21029294221191
415.60098004341125,7.0,-10.29486334041856,295.90357690763955,2.956299753719382,76.658834303923
415.60098004341125,18.0,-76.93309822265519,296.1053211901656,20.361685489183476,76.7625137938978
417.60098004341125,7.0,-12.831445114859374,297.9395334861528,3.639906492722387,77.70838500442282
417.60098004341125,18.0,-79.01224976043636,303.15207927985426,21.38637032884778,80.42828543874506
419.60098004341125,7.0,-15.07908466720781,301.468771409647,4.277488972756149,79.54478090183582
421.60098004341125,7.0,-17.255724054453548,303.009127590083,4.878990024990337,80.35306438801807
421.60098004341125,18.0,-79.12035157811167,303.009127590083,21.4054920278444,80.35306438801807
423.60098004341125,7.0,-19.68268165534533,308.01174758938475,5.614814834489805,83.00653986098168
423.60098004341125,18.0,-80.10685515677825,308.01174758938475,22.01570508066774,83.00653986098168
425.60098004341125,7.0,-22.052053354440908,314.547479579538,6.38601464577711,86.53865964830055
425.60098004341125,18.0,-81.99913628245686,314.547479579538,22.99311256326148,86.53865964830055
427.60098004341125,7.0,-24.61493353857494,317.7695245225338,7.165979224871562,88.30724567506245
427.60098004341125,18.0,-82.61654952520823,317.7695245225338,23.394567700043197,88.30724567506245
429.60098004341125,7.0,-27.32363151241919,323.98025854890557,8.073828092527366,91.76717876557684
429.60098004341125,18.0,-84.16906141434991,323.98025854890557,24.281543132640316,91.76717876557684
431.60098004341125,7.0,-30.012507414931466,332.62977428417105,9.06965443439651,96.69729713793598
431.60098004341125,18.0,-86.67461947784055,332.62977428417105,25.645188929595555,96.69729713793598
433.60098004341125,7.0,-32.09047548052547,330.09630394711456,9.605497594490481,95.23980057250908
433.60098004341125,18.0,-86.16011420589281,330.09630394711456,25.30559324442642,95.23980057250908
435.60098004341125,7.0,-34.90369740748747,336.8452534197426,10.629539969820653,99.14714199556451
435.60098004341125,18.0,-87.55992829371856,336.8452534197426,26.22393402163048,99.14714199556451
437.60098004341125,7.0,-38.031872023569626,349.5037252627995,11.979029951807709,106.68907406564725
437.60098004341125,18.0,-90.85457347741902,349.5037252627995,28.196212551797192,106.68907406564725
439.60098004341125,7.0,-40.160476858957956,349.1688296413263,12.620558754979799,106.48596051890122
439.60098004341125,18.0,-90.74561849980202,349.1726743753749,28.13671893074192,106.48829123786497
441.60098004341125,7.0,-42.804374288928855,353.6799882936303,13.600756303757183,109.238322591536
441.60098004341125,18.0,-92.23164505045716,353.6799882936303,28.95290208898662,109.238322591536
443.60098004341125,7.0,-45.96258019766093,362.9634095079114,14.955460285352197,115.01351037631973
443.60098004341125,18.0,-94.68343926726777,362.9634095079114,30.476504013767137,115.01351037631973
445.60098004341125,7.0,-48.56461475268417,368.89169500105504,16.03640937035521,118.7797553894233
447.60098004341125,7.0,-52.40114664129392,382.28721200172765,17.892184370987707,127.51462744056033
447.60098004341125,18.0,-99.24774305980614,382.28721200172765,33.59391088857241,127.51462744056033
449.60098004341125,7.0,-53.67126286064601,376.2537475044408,18.034572824285526,123.54180418791233
451.60098004341125,7.0,-57.19866557008435,390.03167759535785,19.88723645311416,132.7067047259655
451.60098004341125,18.0,-101.4618279736439,390.03167759535785,35.0178628664283,132.7067047259655
451.60098004341125,23.0,2.1430868874331273,7.705558715588195,0.05724506854989059,0.2650285000680876
453.60098004341125,7.0,-59.22553831945143,389.5030770444977,20.55267551593992,132.3490072059931
453.60098004341125,18.0,-100.96264370324863,389.5030770444977,34.800897916747424,132.3490072059931
455.60098004341125,7.0,-63.41782017101182,402.8352055110835,22.72193169830506,141.51886570100808
455.60098004341125,18.0,-104.79636920533146,402.8352055110835,37.32224637628488,141.51886570100808
457.60098004341125,7.0,-67.42376214642569,415.0960485112498,24.8568556385965,150.22427201407035
457.60098004341125,18.0,-106.62559642523495,411.41294149295373,38.7617222668643,147.5817801983711
459.60098004341125,7.0,-69.14106991956409,414.4550382572765,25.442211495182924,149.7626784094044
459.60098004341125,18.0,-107.13507841343524,414.4550382572765,39.228258735427396,149.7626784094044
461.60098004341125,7.0,-70.2824848998396,410.60489807745637,25.620275375494334,147.0051893279377
461.60098004341125,18.0,-106.21290356854249,409.349151347333,38.42272121159126,146.1113829744835
463.60098004341125,7.0,-76.84302316039266,436.6787251013673,29.725631446147403,166.1823776835378
463.60098004341125,18.0,-113.12642965959158,436.6787251013673,43.58537140545796,166.1823776835378
465.60098004341125,7.0,-77.35589351776075,429.5021502830094,29.43742913625416,160.78631704244106
467.60098004341125,7.0,-83.63118341516841,451.23328701778513,33.379382800418014,177.40048928879773
467.60098004341125,18.0,-116.58834704936963,451.23328701778513,46.38189289971597,177.40048928879773
469.60098004341125,7.0,-85.67641121132654,451.4105845709245,34.19949892159912,177.53941085290847
469.60098004341125,18.0,-116.96873240028972,451.4105845709245,46.54998765106481,177.53941085290847
471.60098004341125,7.0,-88.49809327535546,456.27208995714386,35.68798528968923,181.369908824997
473.60098004341125,7.0,-93.86683453390638,473.5876583531771,39.24509105308061,195.34659957234808
473.60098004341125,18.0,-123.13105232799582,473.5876583531771,51.35466930792235,195.34659957234808
475.60098004341125,7.0,-94.33618352707573,468.1624686872377,38.99347446145334,190.91152795705673
477.60098004341125,7.0,-100.33217097736575,488.6683476725366,43.23804910879172,207.94344041543403
479.60098004341125,7.0,-103.16275588157322,491.09590679251335,44.66423295119832,210.00806485715174
505.60098004341125,23.0,1.8626160155424727,5.824701051534087,0.04348683377064021,0.19870706558726672
511.60098004341125,23.0,1.9713560316986842,6.563380541953731,0.04880360994033962,0.22456911039286973
537.6009800434113,23.0,1.8023321773223904,5.415350865868892,0.040549097284517006,0.18446688323696253
545.6009800434113,23.0,1.840305633596393,5.68718112552365,0.04240201073397768,0.193916175574565
565.6009800434113,26.0,2.247169999076885,3.92307431838667,0.06134371099311182,0.13302837346622198
598.1009800434113,18.0,-8.054077654638927,34.62247044471932,0.507437134156358,1.564343621567075
621.6009800434113,7.0,-127.06563472809093,346.8780040098017,39.02669148379971,105.10180032164031
631.6009800434113,7.0,-78.56483775468946,212.13476484378322,15.123639727898018,39.71371918825824
634.1009800434113,23.0,1.6929643578906461,4.723504329993998,0.035245646332399204,0.16053314446275063
637.6009800434113,28.0,1.6938998193428552,4.7220394161082115,0.03528943482149266,0.1604826335338836
647.6009800434113,18.0,-1.309496275276363,8.788114345909596,0.109412428009842,0.3039764100044523
647.6009800434113,28.0,1.6919790584316141,4.6977803206942,0.03519399754901944,0.15964626573637258
657.6009800434113,18.0,-1.4339747214181926,9.273892147993584,0.11557790729069932,0.32166430815607006
678.1009800434113,29.0,-12.8947459310423,88.8738607315885,1.2581755601617677,7.48335147068238
679.6009800434113,29.0,-10.700533297851761,86.71784255342662,1.0414666563646915,7.1534071949062845
681.6009800434113,29.0,-8.367146134149333,83.83967159146279,0.8150286452938271,6.725384809353875
685.1009800434113,29.0,-1.469083889777963,42.61935054857647,0.15286056378833238,2.1339229203717704
685.6009800434113,29.0,-3.6166028167394098,79.83884612509249,0.3934444643676533,6.153995164659617
687.6009800434113,29.0,-1.0926348950653735,76.51075079796456,0.18592086302500438,5.699546361265437
689.6009800434113,29.0,1.4547117810507402,74.67875090477327,0.08817909618888356,5.45745749301666
691.6009800434113,29.0,4.081578496415382,73.19410450369769,0.25924384156658975,5.265465504581198
693.6009800434113,31.0,0.3981824843577243,68.12536594789192,0.08348984542582925,4.638219664714121
693.6009800434113,29.0,6.422011875310054,72.24229585173319,0.4361513678397169,5.144352972131962
695.6009800434113,29.0,8.619539419283,70.61829815813059,0.5983056394373774,4.941263877449577
695.6009800434113,31.0,2.452139957146996,66.46640808556832,0.13163774230812272,4.442387176898417
697.6009800434113,29.0,10.884840912876058,69.40240963629469,0.764480751338454,4.792142464986867
697.6009800434113,31.0,4.582390215366166,63.76935049172233,0.2724727467157054,4.1339321415449595
699.6009800434113,31.0,6.507229422513602,63.933426144127715,0.410530298444784,4.152346756734681
699.6009800434113,29.0,13.06103611502775,68.9054608365871,0.926584016854631,4.731916502290875
701.6009800434113,31.0,8.071089141608887,62.78523370788564,0.5180042669273471,4.024432875831991
701.6009800434113,29.0,14.881922700707094,66.70918203246337,1.044433065212156,4.470754853762662
703.6009800434113,29.0,17.008140802800696,66.19140055059157,1.1976743049099448,4.410373360898711
703.6009800434113,31.0,9.758856448204158,61.322295433775125,0.6306315394170564,3.8646642486418967
706.1009800434113,31.0,11.820342199598015,60.468859860150054,0.7709335595063133,3.7731175821652476
706.1009800434113,29.0,18.886330971257976,65.39408228174521,1.3278171758373345,4.318278869542175
707.6009800434113,31.0,14.454604823329745,61.084362853380114,0.9621687204555733,3.8390189204561267
707.6009800434113,29.0,20.810880601140955,64.16031187126744,1.4537104342387328,4.177885376793243
709.6009800434113,29.0,23.45379662564492,65.30243626569134,1.6639378176882973,4.307762018674385
711.6009800434113,29.0,24.445778223517472,62.03532521592734,1.6865561326893588,3.9420860072098147
713.6009800434113,29.0,25.808426082000228,61.36998753867817,1.7735044286928905,3.869816112544418
721.6009800434113,34.0,4.541690451681163,8.0582146444766,0.17191751717267836,0.27764818739512553
723.6009800434113,34.0,20.15288935703039,45.28274917363986,1.183230078744049,2.3456954269151464
745.6009800434113,18.0,-1.2540214777375003,8.6299836372681,0.1066953976486975,0.29824772737998506
769.6009800434113,18.0,-19.40632710392273,78.15180670065632,1.687825551612423,5.9212660910826145
783.6009800434113,18.0,-6.146683705134726,27.248872244100212,0.37773703436279277,1.1227486263978899
811.6009800434113,18.0,-5.073094902975648,23.105631844492155,0.31162136998838447,0.9068835334833638
819.6009800434113,18.0,-8.31020066285763,35.44420722582544,0.5254031834488391,1.6183995121421562
821.6009800434113,18.0,-4.796319040409608,22.06422923962023,0.2953451790072919,0.8559881265383622
853.6009800434113,18.0,-4.490054198827108,20.993177869813895,0.2777882246907139,0.8049794276377207
861.6009800434113,18.0,-9.720071764640101,40.914573802318806,0.6342785396331171,2.004243254493482
865.6009800434113,18.0,-4.297407775896502,20.200692941068564,0.26669314050421083,0.7680848105539282
911.6009800434113,18.0,-2.4875901753386325,13.252063112766026,0.16882976409689646,0.4723703391133186
1001.6009800434113,62.0,158.1785492069063,496.9223112792204,68.22788674790861,215.00513185312852
1003.6009800434113,62.0,164.2955894906315,497.16373633314265,70.9163618780055,215.21346379095314
1009.6009800434113,62.0,177.68370092956462,477.7447291690827,73.76833309981004,198.77956658032815
1009.6009800434113,71.0,4.506868881581517,8.158212091638653,0.1703006464747522,0.28123825191915275
1015.6009800434113,62.0,211.52730546092374,499.8576979986054,91.9117267395669,217.5450174832897
