time,N,E,heading
619.9468469619751,938.9254354412028,268.07193590714263,13.1
621.7768409252167,945.2346067752696,269.3291019027566,13.2
622.7065422534943,948.5747471075199,269.9576699233757,13.3
624.5167298316956,954.8839271760742,271.1100383141259,13.3
625.4465100765228,958.2240826292367,271.7386077916616,13.3
627.2787139415741,964.7188535202966,273.10055577566175,13.4
628.226578950882,968.0590093599841,273.72912231995133,13.4
630.0363001823425,974.5537659424733,275.09106001494536,13.4
631.0470862388611,977.8939134119062,275.8244150166399,13.4
632.7763350009918,984.3886706410044,277.18634649640694,13.4
633.7272870540619,987.7288647562295,277.9197112363757,13.3
635.5865080356598,994.5947693047611,279.3864124836249,13.3
636.507630109787,997.9349643168191,280.1197739241169,13.2
638.2572538852692,1004.6153396382501,281.5864891670635,13.1
639.2066912651062,1007.955488242367,282.3198341139651,13.1
641.0173399448395,1014.264709155736,283.7865580352121,13.0
641.9465670585632,1017.419311920117,284.51991619576006,13.0
643.7566869258881,1023.9141212023503,285.88183595900813,13.0
644.7063241004944,1027.06872451032,286.6151910147112,13.0
646.5375401973724,1033.3779015009793,287.8723046416786,12.9
647.4567151069641,1036.5324982056634,288.5008623326598,12.9
649.266480922699,1043.0272376466944,289.7579581226081,12.9
650.1990730762482,1045.9962631285323,290.49131495173367,12.9
652.0168700218201,1052.4910169057835,291.95799284204475,13.0
652.9570910930634,1055.6456141373412,292.5865447905875,13.1
654.766685962677,1062.1403613922066,293.94842255794,13.2
655.6966321468353,1065.2949659839005,294.6817652886692,13.2
657.5272278785706,1071.789706618896,295.93884339986545,13.3
658.4576830863953,1075.129866477233,296.5673770460229,13.4
660.2762289047241,1081.624607490655,297.82444946265485,13.5
661.2384850978851,1084.9647676162801,298.4529802359437,13.5
663.049036026001,1091.6450755759777,300.0244084668832,13.5
663.9970781803131,1094.7996395769044,300.65293947709193,13.6
665.786847114563,1101.4799431917386,301.9099871249601,13.6
666.6964349746704,1104.8201037384642,302.5385118554483,13.6
668.5264799594879,1111.5004352814667,303.69077067589825,13.6
669.456531047821,1114.6549991783854,304.3192960353889,13.6
671.2670030593872,1121.3353210977969,305.57633702137366,13.6
672.2272109985352,1124.6754895755116,306.30964825299566,13.6
674.0374250411987,1130.984657041196,307.88107112095145,13.7
675.0679850578308,1134.3248332135188,308.7191708751466,13.753622427551448
676.7785060405731,1140.8195733573932,310.18578645374606,13.9
677.7093331813812,1144.159749915058,311.02388252500003,13.9
679.5210599899292,1150.8400885388637,312.4904877219896,14.1
680.5064189434052,1154.1802655888605,313.32858010084556,14.1
682.2566730976105,1161.0461853356906,314.7951699233556,14.2
683.2467660903931,1164.3863629301898,315.63325858713097,14.3
684.0766348838806,1167.9121210658134,316.471337450418,14.3
684.9864780902863,1171.4378611267844,317.3094100207175,14.4
685.9965388774872,1174.778020889701,318.14748979641723,14.4
686.8268320560455,1178.1182099987484,318.8807873472325,14.5
687.7568469047546,1181.6439505759647,319.71885600627587,14.5
688.7468638420105,1184.984129266154,320.5569369507216,14.5
689.5767500400543,1188.3243004129874,321.29022596148894,14.6
690.5270290374756,1191.8500337647722,322.02350014544305,14.6
691.5065281391144,1195.1902051900952,322.7567868774154,14.7
692.3365490436554,1198.5303955456757,323.4900775461544,14.7
693.2671461105347,1201.8705673031077,324.22336204228907,14.8
695.0962870121002,1208.5509380090157,325.79472292315444,14.9
696.0478081703186,1212.076699181069,326.632785274933,15.0
697.8561391830444,1218.7570600038441,328.30892365996607,15.1
698.7864110469818,1222.2828027645837,329.1469769194271,15.1
700.598258972168,1228.9631261226552,330.8230971772619,15.2
701.5464980602264,1232.3033072277099,331.6611605283234,15.2
703.3566012382507,1239.1692320516227,333.3372691922798,15.3
704.2863738536835,1242.509413690174,334.17532865457133,15.3
706.096461057663,1249.3753476495244,335.9562186175672,15.4
707.0471019744873,1252.715537932389,336.8990632138594,15.4
708.8564281463623,1259.3958912774162,338.6799538316214,15.4
709.7875609397888,1262.7361019406233,339.6227994713679,15.4
711.5966169834137,1269.6019985213816,341.40366191004944,15.4
712.5967650413513,1273.1277238789921,342.24168939672035,15.3
714.3288390636444,1280.1791830610962,344.02252865962197,15.3
715.3365051746368,1283.7049287659247,344.86055730873636,15.3
716.1689250469208,1287.045100701536,345.80338217392125,15.3
717.0764191150665,1290.5708348284104,346.7461908091567,15.3
718.0866980552673,1294.096560713614,347.5842097936539,15.3
718.9171662330627,1297.4367329692554,348.52703023713434,15.3
719.8371541500092,1300.9624674085435,349.46983433474907,15.3
720.8363080024719,1304.4882224071462,350.41264235910006,15.3
721.6671690940857,1307.8283866150623,351.25067055323234,15.3
722.5969469547272,1311.3541540750268,352.0886934690594,15.4
723.5983910560608,1314.8799096930532,353.0314971274801,15.4
724.4269151687622,1318.220094956143,353.8695268113364,15.4
725.3575298786163,1321.7458217510352,354.7075345678095,15.4
727.1964750289917,1328.7973380362655,356.3835626594311,15.4
728.128082036972,1332.5086481657806,357.22155669568673,15.4
729.9370062351227,1339.5601744292424,359.00236364823473,15.4
730.8666341304779,1343.2714851779745,359.8403533984937,15.4
732.7024872303009,1350.5085538173823,361.62113074061006,15.4
733.646457195282,1354.03434549304,362.4591429201904,15.3
735.4367089271545,1361.2714067894053,364.13512508975634,15.3
736.366443157196,1364.9827099895738,364.86831992803496,15.4
738.206775188446,1372.2198026453325,366.64908584216903,15.4
739.1481401920319,1375.7455746770586,367.4870842283498,15.5
740.9380240440369,1382.982668911046,369.2678414941565,15.7
741.8677508831024,1386.6939910483593,370.2106000972905,15.7
743.67826795578,1393.9310957329344,372.0961341430643,16.0
744.6265769004822,1397.6424096367634,372.9341023693331,16.1
